time,concpm25
1999-01-15,
1999-02-15,
1999-03-15,
1999-04-15,
1999-05-15,
1999-06-15,
1999-07-15,
1999-08-15,
1999-09-15,
1999-10-15,
1999-11-15,
1999-12-15,
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,
2012-02-15,
2012-03-15,
2012-04-15,
2012-05-15,
2012-06-15,9.874794006347656
2012-07-15,7.1272101402282715
2012-08-15,10.262885093688965
2012-09-15,7.067070960998535
2012-10-15,5.9619855880737305
2012-11-15,4.138942718505859
2012-12-15,3.498843193054199
2013-01-15,3.050697088241577
2013-02-15,2.751899003982544
2013-03-15,4.031463146209717
2013-04-15,6.3413848876953125
2013-05-15,3.7258026599884033
2013-06-15,6.3741135597229
2013-07-15,8.964971542358398
2013-08-15,7.2687859535217285
2013-09-15,5.38062047958374
2013-10-15,9.255948066711426
2013-11-15,2.9706532955169678
2013-12-15,4.603933334350586
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,5.225620269775391
2015-02-15,
2015-03-15,4.958685398101807
2015-04-15,7.5764360427856445
2015-05-15,8.225554466247559
2015-06-15,7.48243522644043
2015-07-15,9.595815658569336
2015-08-15,6.200166702270508
2015-09-15,4.756895065307617
2015-10-15,4.414999961853027
2015-11-15,5.005093574523926
2015-12-15,8.113354682922363
2016-01-15,4.423996448516846
2016-02-15,
2016-03-15,6.423781871795654
2016-04-15,4.415119647979736
2016-05-15,5.301238059997559
2016-06-15,5.642883777618408
2016-07-15,6.487170219421387
2016-08-15,6.380464553833008
2016-09-15,5.648444175720215
2016-10-15,5.329520225524902
2016-11-15,4.514477252960205
2016-12-15,3.7226572036743164
2017-01-15,
2017-02-15,6.7418413162231445
2017-03-15,5.865959644317627
2017-04-15,5.63995361328125
2017-05-15,5.611099720001221
2017-06-15,8.37988567352295
2017-07-15,9.194819450378418
2017-08-15,10.100488662719727
2017-09-15,2.9337801933288574
2017-10-15,4.676772117614746
2017-11-15,4.225500106811523
2017-12-15,2.954076051712036
2018-01-15,4.314219951629639
2018-02-15,5.923719882965088
2018-03-15,3.5509893894195557
2018-04-15,7.225964546203613
2018-05-15,7.020307540893555
2018-06-15,6.9253764152526855
2018-07-15,11.326900482177734
2018-08-15,6.631188869476318
2018-09-15,5.462644577026367
2018-10-15,5.789855480194092
2018-11-15,4.757291793823242
2018-12-15,3.8581299781799316
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
